Level	Rule Name	Subject	Property	Value
ERROR	duplicate_label	increased cell population proliferation in myotome	rdfs:label	increased cell population proliferation in myotome
ERROR	duplicate_label	increased cell population proliferation in myotome	rdfs:label	increased cell population proliferation in myotome
ERROR	multiple_labels	abnormally localised cement gland	rdfs:label	abnormally localised cement gland
ERROR	multiple_labels	abnormally localised cement gland	rdfs:label	mislocalized cement gland
ERROR	multiple_labels	mislocalized head	rdfs:label	abnormally localised head
ERROR	multiple_labels	mislocalized head	rdfs:label	mislocalized head
ERROR	multiple_labels	abnormally localised neural tube	rdfs:label	abnormally localised neural tube
ERROR	multiple_labels	abnormally localised neural tube	rdfs:label	mislocalized neural tube
ERROR	multiple_labels	mislocalized tail	rdfs:label	abnormally localised tail
ERROR	multiple_labels	mislocalized tail	rdfs:label	mislocalized tail
ERROR	multiple_labels	abnormally localised utricle	rdfs:label	abnormally localised utricle
ERROR	multiple_labels	abnormally localised utricle	rdfs:label	mislocalized utricle
ERROR	label_whitespace	abnormal anterior-posterior axis, curved dorsal 	rdfs:label	abnormal anterior-posterior axis, curved dorsal 
ERROR	label_whitespace	obsolete malformed right eye 	rdfs:label	obsolete malformed right eye 
ERROR	label_whitespace	abnormal bending of anterior-posterior axis 	rdfs:label	abnormal bending of anterior-posterior axis 
ERROR	label_whitespace	abnormal bending of humerus 	rdfs:label	abnormal bending of humerus 
ERROR	label_whitespace	abnormal bending of anterior neural tube 	rdfs:label	abnormal bending of anterior neural tube 
ERROR	label_whitespace	abnormal bending of tail 	rdfs:label	abnormal bending of tail 
ERROR	label_whitespace	abnormal bending of dorsal tail 	rdfs:label	abnormal bending of dorsal tail 
ERROR	label_whitespace	abnormal bending of dorsal trunk 	rdfs:label	abnormal bending of dorsal trunk 
ERROR	label_whitespace	abnormal bending of left-right axis 	rdfs:label	abnormal bending of left-right axis 
ERROR	label_whitespace	abnormal anterior-posterior axis, curved lateral 	rdfs:label	abnormal anterior-posterior axis, curved lateral 
ERROR	label_whitespace	abnormal anterior-posterior axis, curved ventral 	rdfs:label	abnormal anterior-posterior axis, curved ventral 
ERROR	label_whitespace	abnormally coiled small intestine 	rdfs:label	abnormally coiled small intestine 
ERROR	label_whitespace	abnormally decreased coiling of small intestine 	rdfs:label	abnormally decreased coiling of small intestine 
ERROR	label_whitespace	abnormally decreased coiling of external coil of the small intestine 	rdfs:label	abnormally decreased coiling of external coil of the small intestine 
ERROR	label_whitespace	abnormally decreased coiling of internal coil of the small intestine 	rdfs:label	abnormally decreased coiling of internal coil of the small intestine 
WARN	missing_obsolete_label	abnormally increased number of multiciliated cell in the epidermis inner layer	rdfs:label	abnormally increased number of multiciliated cell in the epidermis inner layer
WARN	missing_obsolete_label	decreased length of posterior region	rdfs:label	decreased length of posterior region
WARN	missing_obsolete_label	abnormally decreased number of multiciliated cell in the epidermis outer layer	rdfs:label	abnormally decreased number of multiciliated cell in the epidermis outer layer
WARN	missing_obsolete_label	abnormal bending of dorsal tail 	rdfs:label	abnormal bending of dorsal tail 
WARN	missing_xrefs	Xenopus phenotype	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal head	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal organism subdivision	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal cell	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal anatomical structure	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal epidermis	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal multi-tissue structure	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal multicellular anatomical structure	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal cardiac neural crest	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal heart	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal tissue	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal anterior placodal area	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal external plexiform layer of the olfactory bulb	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal distal mesenchyme	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal mesenchyme	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal oocyte	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal germ cell	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal lower jaw	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal anatomical cluster	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal central nervous system	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal nervous system	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal fundus	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal blastomere V1.1	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal ventral animal hemisphere blastomere	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal ovary	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal gonad	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal olfactory bulb	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal hepatic vein	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal vein	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal trunk somite 12	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal trunk somite	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal cartilage element	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal skeletal element	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal chondrocranium	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal chondrocyte	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal head somite 1	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal head somite	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal head vasculature	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal blood vessel	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal olfactory epithelium	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal sclerotome of trunk somite 9	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal sclerotome	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal regenerating tail	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal regenerating tissue	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal anatomical space	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal myotome	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal animal hemisphere	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal urinary system	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal anatomical system	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal endoderm	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal mandibular artery	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal artery	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal olfactory placode	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal neurogenic placode	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal dorsal aorta	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal aorta	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal anatomical entity in vitro	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal rhombomere R3	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal rhombomere	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal anatomical group	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal mesonephric sinus	oboInOwl:hasDbXref	
