Level	Rule Name	Subject	Property	Value
WARN	missing_definition	normal phenotype	IAO:0000115	
WARN	missing_definition	abnormal renal sympathetic nerve activity	IAO:0000115	
WARN	missing_definition	increased renal sympathetic nerve activity	IAO:0000115	
WARN	missing_definition	decreased renal sympathetic nerve activity	IAO:0000115	
WARN	missing_definition	absent hippocampus CA1 region	IAO:0000115	
WARN	missing_definition	absent hippocampus CA2 region	IAO:0000115	
WARN	missing_definition	abnormal hippocampus CA3 region morphology	IAO:0000115	
WARN	missing_definition	absent hippocampus CA3 region	IAO:0000115	
WARN	missing_definition	absent hippocampus CA4 region	IAO:0000115	
WARN	missing_definition	abnormal hippocampus granule cell layer	IAO:0000115	
WARN	missing_definition	abnormal parafascicular nucleus morphology	IAO:0000115	
WARN	missing_definition	abnormal paraventricular thalamic nucleus morphology	IAO:0000115	
WARN	missing_definition	abnormal right lung cranial lobe morphology	IAO:0000115	
WARN	missing_definition	abnormal right lung middle lobe morphology	IAO:0000115	
WARN	missing_definition	abnormal right lung caudal lobe morphology	IAO:0000115	
WARN	missing_definition	abnormal submandibular lymph node morphology	IAO:0000115	
WARN	missing_definition	abnormal olfactory lobe morphology	IAO:0000115	
WARN	missing_definition	abnormal olfactory bulb glomerular layer morphology	IAO:0000115	
WARN	missing_definition	abnormal olfactory bulb granule cell layer morphology	IAO:0000115	
WARN	missing_definition	abnormal olfactory bulb internal plexiform layer morphology	IAO:0000115	
WARN	missing_definition	abnormal olfactory bulb mitral cell layer morphology	IAO:0000115	
WARN	missing_definition	abnormal cerebellum white matter morphology	IAO:0000115	
WARN	missing_definition	abnormal cerebellum vermis lobule I morphology	IAO:0000115	
WARN	missing_definition	abnormal cerebellum vermis lobule II morphology	IAO:0000115	
WARN	missing_definition	abnormal cerebellum vermis lobule III morphology	IAO:0000115	
WARN	missing_definition	abnormal cerebellum vermis lobule IV morphology	IAO:0000115	
WARN	missing_definition	abnormal cerebellum vermis lobule IX morphology	IAO:0000115	
WARN	missing_definition	abnormal cerebellum vermis lobule V morphology	IAO:0000115	
WARN	missing_definition	abnormal cerebellum vermis lobule VI morphology	IAO:0000115	
WARN	missing_definition	abnormal cerebellum vermis lobule VII morphology	IAO:0000115	
WARN	missing_definition	abnormal cerebellum vermis lobule VIII morphology	IAO:0000115	
WARN	missing_definition	abnormal cerebellum vermis lobule X morphology	IAO:0000115	
WARN	missing_definition	abnormal cerebellum vermis lobule VIIa morphology	IAO:0000115	
WARN	missing_definition	abnormal cerebellum vermis lobule VIIb morphology	IAO:0000115	
WARN	missing_definition	abnormal copula pyramidis morphology	IAO:0000115	
WARN	missing_definition	abnormal ansiform lobule morphology	IAO:0000115	
WARN	missing_definition	abnormal ansiform lobule crus I morphology	IAO:0000115	
WARN	missing_definition	abnormal ansiform lobule crus II morphology	IAO:0000115	
WARN	missing_definition	abnormal paramedian lobule morphology	IAO:0000115	
WARN	missing_definition	abnormal lobule simplex morphology	IAO:0000115	
WARN	missing_definition	abnormal paraflocculus morphology	IAO:0000115	
WARN	missing_definition	abnormal pulmonary alveolus wall morphology	IAO:0000115	
WARN	missing_definition	abnormal hippocampus stratum lacunosum morphology	IAO:0000115	
WARN	missing_definition	prolonged excitatory postsynaptic current decay time	IAO:0000115	
WARN	missing_definition	short excitatory postsynaptic current decay time	IAO:0000115	
WARN	missing_definition	abnormal kidney vasa recta morphology	IAO:0000115	
WARN	missing_definition	abnormal inner renal medulla vasa recta morphology	IAO:0000115	
WARN	missing_definition	abnormal kidney outer medulla vasa recta morphology	IAO:0000115	
WARN	missing_definition	biventricular, discordant atrioventricular connection	IAO:0000115	
WARN	missing_definition	biventricular, ambiguous atrioventricular connection	IAO:0000115	
WARN	missing_definition	balanced complete atrioventricular canal	IAO:0000115	
WARN	missing_definition	unbalanced complete atrioventricular canal, left dominant	IAO:0000115	
WARN	missing_definition	unbalanced complete common atrioventricular canal	IAO:0000115	
WARN	missing_definition	multiple major aortopulmonary collateral arteries	IAO:0000115	
WARN	missing_definition	abnormal circulating interleukin-8 level	IAO:0000115	
WARN	missing_definition	increased circulating interleukin-8 level	IAO:0000115	
WARN	missing_definition	decreased circulating interleukin-8 level	IAO:0000115	
WARN	missing_definition	abnormal interleukin-8 secretion	IAO:0000115	
WARN	missing_definition	increased interleukin-8 secretion	IAO:0000115	
WARN	missing_definition	decreased interleukin-8 secretion	IAO:0000115	
WARN	missing_definition	diaphragm muscle hyperplasia	IAO:0000115	
WARN	missing_definition	abnormal trophectoderm cell proliferation	IAO:0000115	
WARN	missing_definition	increased trophectoderm cell proliferation	IAO:0000115	
WARN	missing_definition	decreased trophectoderm cell proliferation	IAO:0000115	
WARN	missing_definition	absent trophectoderm cell proliferation	IAO:0000115	
WARN	missing_definition	abnormal sulfoglycosphingolipid level	IAO:0000115	
WARN	missing_definition	abnormal sphingolipid level	IAO:0000115	
WARN	missing_definition	abnormal acidic glycosphingolipid level	IAO:0000115	
WARN	missing_definition	increased mammary gland tumor incidence in virgin females	IAO:0000115	
WARN	missing_definition	abnormal alpha-fetoprotein level	IAO:0000115	
WARN	missing_definition	decreased alpha-fetoprotein level	IAO:0000115	
WARN	missing_definition	increased alpha-fetoprotein level	IAO:0000115	
WARN	missing_definition	abnormal complement C5 level	IAO:0000115	
WARN	missing_definition	decreased complement C5 level	IAO:0000115	
WARN	missing_definition	increased complement C5 level	IAO:0000115	
WARN	missing_definition	abnormal ceruloplasmin level	IAO:0000115	
WARN	missing_definition	decreased ceruloplasmin level	IAO:0000115	
WARN	missing_definition	increased ceruloplasmin level	IAO:0000115	
WARN	missing_definition	abnormal circulating factor IX level	IAO:0000115	
WARN	missing_definition	decreased circulating factor IX level	IAO:0000115	
WARN	missing_definition	increased circulating factor IX level	IAO:0000115	
WARN	missing_definition	abnormal circulating factor X level	IAO:0000115	
WARN	missing_definition	decreased circulating factor X level	IAO:0000115	
WARN	missing_definition	increased circulating factor X level	IAO:0000115	
WARN	missing_definition	abnormal circulating factor XIII level	IAO:0000115	
WARN	missing_definition	decreased circulating factor XIII level	IAO:0000115	
WARN	missing_definition	increased circulating factor XIII level	IAO:0000115	
WARN	missing_definition	abnormal glutathione reductase level	IAO:0000115	
WARN	missing_definition	decreased glutathione reductase level	IAO:0000115	
WARN	missing_definition	increased glutathione reductase level	IAO:0000115	
WARN	missing_definition	decreased kidney glutathione reductase level	IAO:0000115	
WARN	missing_definition	increased kidney glutathione reductase level	IAO:0000115	
WARN	missing_definition	increased phospholipase A2 level	IAO:0000115	
WARN	missing_definition	decreased phospholipase A2 level	IAO:0000115	
WARN	missing_definition	abnormal benz (alpha) pyrene hydroxylase activity	IAO:0000115	
WARN	missing_definition	decreased benz (alpha) pyrene hydroxylase activity	IAO:0000115	
WARN	missing_definition	increased benz (alpha) pyrene hydroxylase activity	IAO:0000115	
WARN	missing_definition	abnormal urokinase activity	IAO:0000115	
WARN	missing_definition	decreased urokinase activity	IAO:0000115	
